syn,ith,p,alpha,obj(GVNS),time(GVNS),obj(DLHr-GVNS),time(DLHr-GVNS),obj(cplex),time(cplex)
200,4,5,0.3,101662271.5,130.421,100420004.3,70.294,,
200,4,5,0.5,103913549.4,152.08,103571625,115.756,,
200,4,5,0.7,108275536.5,129.469,109320229.1,151.869,,
200,4,6,0.3,82472081.75,92.39,82421352.05,121.507,,
200,4,6,0.5,87165178.65,133.716,86465955.85,58.746,,
200,4,6,0.7,92300084.71,137.707,91627718.58,159.257,,
200,4,7,0.3,71789086.04,218.732,71398400.05,240.94,,
200,4,7,0.5,76991420.11,295.646,76248168.92,112.149,,
200,4,7,0.7,80725643.04,230.292,80578232.22,229.592,,
200,4,8,0.3,64565994.76,207.46,64068816.41,207.154,,
200,4,8,0.5,69049671.64,246.314,68793590.46,236.538,,
200,4,8,0.7,73435304.94,154.249,73289366.88,295.018,,
200,4,9,0.3,57755555.88,291.268,57660879.01,333.038,,
200,4,9,0.5,62733573.47,436.488,61992320.48,187.569,,
200,4,9,0.7,68049894.01,288.102,66765665.31,224.759,,
200,4,10,0.3,52977114.75,339.633,52786407.21,351.872,,
200,4,10,0.5,57952454.83,337.965,57874029.93,365.793,,
200,4,10,0.7,62444200.69,453.954,62023901.03,435.11,,
200,5,2,0.3,367821553.3,2.951,367821553.3,0.895,,
200,5,2,0.5,373990447.1,2.459,373990447.1,1.447,,
200,5,2,0.7,380159340.9,2.573,380159340.9,3.269,,
200,5,3,0.3,302301522.2,42.211,302301522.2,25.899,,
200,5,3,0.5,311118896.3,49.524,311122005.4,55.503,,
200,5,3,0.7,319906230.5,33.142,319953259.2,38.96,,
200,5,4,0.3,258461467.6,69.598,258461467.6,84.559,,
200,5,4,0.5,271831491,56.539,271728772.8,70.087,,
200,5,4,0.7,284260727.8,104.492,284327537.6,75.848,,
200,5,5,0.3,221060955.5,23.48,221060955.5,89.744,,
200,5,5,0.5,235393665.8,53.427,235275033,100.429,,
200,5,5,0.7,249507887.5,96.883,249353836.4,60.671,,
200,5,6,0.3,199927613.7,108.027,199865659,226.537,,
200,5,6,0.5,214831595.6,181.641,214604458.5,172.205,,
200,5,6,0.7,229667798.4,202.987,228724960.9,90.631,,
200,5,7,0.3,181106975.7,166.283,180886768.4,174.898,,
200,5,7,0.5,196468846.2,324.401,195665402.4,184.564,,
200,5,7,0.7,212562217.1,141.676,210140532,265.368,,
200,5,8,0.3,165660586.8,337.162,165640793.5,174.851,,
200,5,8,0.5,180961268.1,321.294,180705153.3,366.879,,
200,5,8,0.7,196060771.4,280.412,195622366.5,336.486,,
200,5,9,0.3,150953434.1,262.68,150951982.3,308.684,,
200,5,9,0.5,166834202.5,287.937,166217408,320.044,,
200,5,9,0.7,181949236.3,246.94,182110702.2,263.15,,
200,5,10,0.3,138771387.2,241.747,137923598.5,167.307,,
200,5,10,0.5,156878392.3,300.845,153359730.6,147.086,,
200,5,10,0.7,171635334,573.84,168978559.6,412.158,,
200,6,2,0.3,2422256209,0.595,2422256209,0.246,,
200,6,2,0.5,2484694449,0.485,2484694449,0.449,,
200,6,2,0.7,2547063491,0.491,2547063491,0.502,,
200,6,3,0.3,1444213612,8.032,1444213612,4.485,,
200,6,3,0.5,1531660793,10.519,1531660793,12.706,,
200,6,3,0.7,1617451984,11.831,1617451984,20.77,,
200,6,4,0.3,1236745260,13.586,1236745260,20.412,,
200,6,4,0.5,1324097491,98.513,1324132612,35.702,,
200,6,4,0.7,1411308380,81.5,1411277452,36.015,,
200,6,5,0.3,1082630796,48.843,1083080423,24.824,,
200,6,5,0.5,1181558125,150.859,1178537475,49.022,,
200,6,5,0.7,1274899144,82.424,1274553377,124.272,,
200,6,6,0.3,936619655.4,70.928,936606899.3,149.441,,
200,6,6,0.5,1040666350,181.606,1040672405,127.157,,
200,6,6,0.7,1143763206,185.441,1144098077,209.349,,
200,6,7,0.3,845118432.3,219.684,844536455.6,199.691,,
200,6,7,0.5,956920214.9,188.293,956826441,168.6,,
200,6,7,0.7,1067275785,276.747,1067208167,234.512,,
200,6,8,0.3,784555414.2,230.848,781649447.8,147.107,,
200,6,8,0.5,896544368.2,190.805,896289714.2,211.625,,
200,6,8,0.7,1008694422,199.008,1008430178,157.509,,
200,6,9,0.3,734773078.1,163.122,729744464.6,127.46,,
200,6,9,0.5,845356492.8,159.332,844516758.3,173.047,,
200,6,9,0.7,959053807.8,169.826,959234095.4,264.823,,
200,6,10,0.3,691809998.6,291.925,678343054.6,135.266,,
200,6,10,0.5,802599021.6,183.747,795621231.7,288.871,,
200,6,10,0.7,917878776.5,125.268,910339489.1,316.913,,
200,7,2,0.3,384329534.8,20.347,384214589.7,8.804,,
200,7,2,0.5,390345061.9,9.99,390345061.9,4.738,,
200,7,2,0.7,396517033.5,20.921,396401536.3,4.56,,
200,7,3,0.3,265524172.7,13.764,265524172.7,25.55,,
200,7,3,0.5,272579252.9,56.623,272606474.8,25.617,,
200,7,3,0.7,279609499.5,35.375,279677585.2,32.859,,
200,7,4,0.3,185343769.5,19.371,185343769.5,28.631,,
200,7,4,0.5,192231103.1,26.323,192231103.1,21.092,,
200,7,4,0.7,199118411.3,21.342,199118411.3,55.136,,
200,7,5,0.3,156657722.6,40.138,156657722.6,39.005,,
200,7,5,0.5,164004496.9,144.249,163922276.5,74.67,,
200,7,5,0.7,171555085.7,82.19,171112488.9,204.324,,
200,7,6,0.3,136891651.3,89.125,136857713.3,158.424,,
200,7,6,0.5,144940658.7,161.499,144878526.2,86.426,,
200,7,6,0.7,152777612.4,185.069,152841418.9,171.242,,
200,7,7,0.3,124065422,212.487,123896044.4,194.165,,
200,7,7,0.5,132324390.9,117.23,132321208.7,180.799,,
200,7,7,0.7,140418384.7,180.396,140491262.2,289.027,,
200,7,8,0.3,112718642.3,451.057,111805648.2,166.762,,
200,7,8,0.5,120252607.3,331.792,120173150.9,194.017,,
200,7,8,0.7,130526263.1,343.908,128368573.5,220.328,,
200,7,9,0.3,105666696.4,225.185,104294147.4,432.802,,
200,7,9,0.5,112702926,188.325,112370121.2,411.826,,
200,7,9,0.7,121404145.7,205.763,121306665.3,325.459,,
200,7,10,0.3,98045843.28,549.894,97638228.12,338.783,,
200,7,10,0.5,106311611.5,193.147,105151153.3,258.917,,
200,7,10,0.7,114071331.6,151.916,113410957.1,347.893,,
200,8,2,0.3,894295140,1.649,894295140,1.622,,
200,8,2,0.5,910861433.2,1.835,910861433.2,1.009,,
200,8,2,0.7,927418315.6,1.987,927418315.6,3.648,,
200,8,3,0.3,537896166.6,1.322,537896166.6,0.672,,
200,8,3,0.5,563502150.9,1.544,563502150.9,1.24,,
200,8,3,0.7,588410421.5,15.716,588410421.5,29.553,,
200,8,4,0.3,482817907.3,60.123,482817907.3,51.943,,
200,8,4,0.5,513096170.3,38.33,513272362.1,22.983,,
200,8,4,0.7,539001079.5,47.68,539055952.4,60.079,,
200,8,5,0.3,432083007.6,102.958,432024846.1,160.372,,
200,8,5,0.5,464718011.3,107.114,464806168.6,137.131,,
200,8,5,0.7,497404034.3,98.117,497275705.3,89.09,,
200,8,6,0.3,387039042.2,196.931,385511022.9,169.842,,
200,8,6,0.5,422593408,201.121,420988780.1,149.481,,
200,8,6,0.7,460096539.4,75.185,456455822.7,112.037,,
200,8,7,0.3,349017572.4,193.113,348995020.3,157.407,,
200,8,7,0.5,388089409.1,298.918,387101415.5,90.732,,
200,8,7,0.7,424761350.4,193.945,424864888.4,268.758,,
200,8,8,0.3,318236910.9,221.539,318204364,158.6,,
200,8,8,0.5,359065224.7,113.469,358960535.9,123.206,,
200,8,8,0.7,398859327.1,202.304,400379890.4,246.03,,
200,8,9,0.3,298149375.5,266.022,298102410.8,190.242,,
200,8,9,0.5,340006592.7,190.695,337540989,213.438,,
200,8,9,0.7,378664150.6,233.209,379322827.6,210.938,,
200,8,10,0.3,283407658.8,275.538,283212613.1,286.694,,
200,8,10,0.5,324985623.5,166.454,324671936.7,197.354,,
200,8,10,0.7,365167078.1,199.054,365167078.1,343.18,,
200,9,2,0.3,317794762.6,15.349,317800453.6,8.403,,
200,9,2,0.5,321352176.7,2.913,321352176.7,7.786,,
200,9,2,0.7,324626920.8,4.179,324626920.8,8.382,,
200,9,3,0.3,251943700.7,33.332,251943700.7,22.393,,
200,9,3,0.5,258056248.1,53.297,258171720.8,42.495,,
200,9,3,0.7,263610802.7,39.204,263175336.8,45.184,,
200,9,4,0.3,203817431.6,35.83,203671896,52.502,,
200,9,4,0.5,209574606.9,63.123,209549416.3,59.44,,
200,9,4,0.7,215755667.4,73.969,215603771.9,117.654,,
200,9,5,0.3,177311419.5,98.265,176942093.1,97.316,,
200,9,5,0.5,183689367.8,134.334,183662335.1,118.415,,
200,9,5,0.7,190119823.1,74.147,189932343.4,77.332,,
200,9,6,0.3,154464521.3,118.086,152171052.1,100.38,,
200,9,6,0.5,160359977.4,240.151,159924280.3,191.946,,
200,9,6,0.7,165785942.7,179.939,165569317.2,139.816,,
200,9,7,0.3,132363002.9,139.648,131657021.3,263.31,,
200,9,7,0.5,139604974.8,128.74,138894171.5,269.009,,
200,9,7,0.7,148043194.8,163.565,146575107.2,240.322,,
200,9,8,0.3,115229042.2,103.574,113947010.8,180.892,,
200,9,8,0.5,123028407.9,229.13,121771028.2,225.841,,
200,9,8,0.7,130472474.7,209.295,129132549.5,269.971,,
200,9,9,0.3,101541510.6,212.733,101550001.2,168.27,,
200,9,9,0.5,109648539.1,157.062,109836025.4,259.443,,
200,9,9,0.7,118937630.9,152.363,118176307.4,401.126,,
200,9,10,0.3,92704147.99,312.809,92704147.99,119.887,,
200,9,10,0.5,101286496.4,166.831,101286496.4,117.2,,
200,9,10,0.7,110908209.7,220.882,110757783.3,318.052,,
200,10,2,0.3,171019521.9,26.147,171019521.9,17.226,,
200,10,2,0.5,173846750.6,15.647,173759322.7,22.807,,
200,10,2,0.7,176486042.5,20.053,176486526.1,19.395,,
200,10,3,0.3,134903224.2,20.873,134903224.2,30.882,,
200,10,3,0.5,138265397.8,51.431,138221288.4,57.023,,
200,10,3,0.7,141739795.6,48.034,141349514.3,40.118,,
200,10,4,0.3,115033125.5,42.656,114918830.8,55.837,,
200,10,4,0.5,119164814.4,77.553,119067441.6,67.721,,
200,10,4,0.7,123367903.2,146.205,123106739.7,70.831,,
200,10,5,0.3,97164818.55,134.46,97164818.55,125.875,,
200,10,5,0.5,101864184.9,95.257,101985406.9,172.873,,
200,10,5,0.7,107276522.9,112.954,107011513.2,176.562,,
200,10,6,0.3,81690621.99,95.266,81690621.99,145.598,,
200,10,6,0.5,86732639.52,145.843,86759137.77,255.002,,
200,10,6,0.7,93473685.84,102.282,91863366.21,223.539,,
200,10,7,0.3,73564607.91,208.453,73564607.91,261.598,,
200,10,7,0.5,79107137.96,217.544,79084584.23,133.017,,
200,10,7,0.7,84866474.32,148.798,84615550.45,268.596,,
200,10,8,0.3,67871013.32,249.503,67459254.75,231.584,,
200,10,8,0.5,72946701.06,196.395,72871047.08,184.955,,
200,10,8,0.7,78790477.56,232.587,78155333.93,397.609,,
200,10,9,0.3,61785175.13,215.454,61839148.1,215.553,,
200,10,9,0.5,67265445.09,181.576,67236910.53,267.238,,
200,10,9,0.7,72986007.48,159.3,72910082.58,236.235,,
200,10,10,0.3,57044530.33,283.978,57044530.33,350.297,,
200,10,10,0.5,63088718.13,223.809,62905175.75,193.352,,
200,10,10,0.7,69381371.67,128.293,68753564.74,351.964,,
